,0,1,2,Act Enrl,Actv,Bldg/Rm,CRN,Course #,Course Title,Days,Instructor,Max Enrl,Seats Avail,Start - End,Time,Units
119,,,,90.0,LECT,REMOTE ONLY,13124.0,BIO-120-01,General MicrobiologyMust Also Register for a Corresponding Discussion Section,TR,"Garcia-Ojeda, Marcos / Sogin, Maggie",90.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
120,,,,,EXAM,REMOTE ONLY,,,General MicrobiologyMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,3:00-6:00pm,
121,,,,30.0,DISC,REMOTE ONLY,13125.0,BIO-120-02D,General Microbiology,W,Staff,30.0,Closed,19-JAN 07-MAY,8:30-9:20am,0.0
122,,,,30.0,DISC,REMOTE ONLY,13126.0,BIO-120-03D,General Microbiology,W,Staff,30.0,Closed,19-JAN 07-MAY,9:30-10:20am,0.0
123,,,,30.0,DISC,REMOTE ONLY,14197.0,BIO-120-04D,General Microbiology,W,Staff,30.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
124,,,,40.0,LECT,REMOTE ONLY,13248.0,BIO-120L-01,General Micro LabMust Also Register for a Corresponding Lab Section,F,"Garcia-Ojeda, Marcos",40.0,Closed,19-JAN 07-MAY,11:30-12:20pm,3.0
125,,,,,EXAM,REMOTE ONLY,,,General Micro LabMust Also Register for a Corresponding Lab Section,F,,,,14-MAY 14-MAY,8:00-11:00am,
126,,,,20.0,LAB,REMOTE ONLY,13127.0,BIO-120L-02L,General Micro Lab,MW,Staff,20.0,Closed,19-JAN 07-MAY,10:30-1:20pm,0.0
127,,,,20.0,LAB,REMOTE ONLY,13128.0,BIO-120L-03L,General Micro Lab,TR,Staff,20.0,Closed,19-JAN 07-MAY,6:00-8:50pm,0.0
128,,,,81.0,LECT,REMOTE ONLY,13639.0,BIO-124-01,Microbial EvolutionMust Also Register for a Corresponding Discussion Section,TR,"Doscher, Evin",90.0,9,19-JAN 07-MAY,9:00-10:15am,4.0
129,,,,,EXAM,REMOTE ONLY,,,Microbial EvolutionMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
130,,,,28.0,DISC,REMOTE ONLY,13640.0,BIO-124-02D,Microbial Evolution,T,Staff,30.0,2,19-JAN 07-MAY,12:30-1:20pm,0.0
131,,,,24.0,DISC,REMOTE ONLY,13641.0,BIO-124-03D,Microbial Evolution,T,Staff,30.0,6,19-JAN 07-MAY,1:30-2:20pm,0.0
132,,,,29.0,DISC,REMOTE ONLY,13642.0,BIO-124-04D,Microbial Evolution,T,Staff,30.0,1,19-JAN 07-MAY,10:30-11:20am,0.0
133,,,,70.0,LECT,REMOTE ONLY,13645.0,BIO-127-01,General VirologyMust Also Register for a Corresponding Discussion Section,MW,"Arthur, Nicholas",72.0,2,19-JAN 07-MAY,3:00-4:15pm,4.0
134,,,,,EXAM,REMOTE ONLY,,,General VirologyMust Also Register for a Corresponding Discussion Section,W,,,,12-MAY 12-MAY,8:00-11:00am,
135,,,,22.0,DISC,REMOTE ONLY,13646.0,BIO-127-02D,General Virology,W,Staff,24.0,2,19-JAN 07-MAY,8:30-9:20am,0.0
136,,,,24.0,DISC,REMOTE ONLY,14198.0,BIO-127-03D,General Virology,M,Staff,24.0,Closed,19-JAN 07-MAY,9:30-10:20am,0.0
137,,,,24.0,DISC,REMOTE ONLY,15416.0,BIO-127-04D,General Virology,M,Staff,24.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
138,,,,6.0,LECT,REMOTE ONLY,15462.0,BIO-127LB-01,General Virology Lab BMust Also Register for a Corresponding Lab Section,,"Sistrom, Mark",24.0,18,19-JAN 07-MAY,TBD-TBD,4.0
139,,,,,EXAM,REMOTE ONLY,,,General Virology Lab BMust Also Register for a Corresponding Lab Section,M,,,,10-MAY 10-MAY,11:30-2:30pm,
140,,,,6.0,LAB,REMOTE ONLY,15463.0,BIO-127LB-02L,General Virology Lab B,TR,Staff,24.0,18,19-JAN 07-MAY,11:30-2:20pm,0.0
141,,,,22.0,LECT,REMOTE ONLY,16003.0,BIO-129-01,Paleoecology,TR,"Blois, Jessica",24.0,2,19-JAN 07-MAY,1:30-2:45pm,3.0
142,,,,,EXAM,REMOTE ONLY,,,Paleoecology,F,,,,14-MAY 14-MAY,11:30-2:30pm,
143,,,,48.0,LECT,REMOTE ONLY,16004.0,BIO-130-01,Plant BiologyMust Also Register for a Corresponding Lab Section,TR,"Moran, Emily",48.0,Closed,19-JAN 07-MAY,4:30-5:45pm,4.0
144,,,,,EXAM,REMOTE ONLY,,,Plant BiologyMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,8:00-11:00am,
145,,,,24.0,LAB,REMOTE ONLY,16005.0,BIO-130-02L,Plant Biology,W,Staff,24.0,Closed,19-JAN 07-MAY,7:30-10:20am,0.0
146,,,,24.0,LAB,REMOTE ONLY,16006.0,BIO-130-03L,Plant Biology,W,Staff,24.0,Closed,19-JAN 07-MAY,10:30-12:20pm,0.0
147,,,,35.0,LECT,REMOTE ONLY,16007.0,BIO-133-01,Flora of CaliforniaMust Also Register for a Corresponding Lab Section,TR,"Sexton, Jason",48.0,13,19-JAN 07-MAY,3:00-4:15pm,4.0
148,,,,,EXAM,REMOTE ONLY,,,Flora of CaliforniaMust Also Register for a Corresponding Lab Section,M,,,,10-MAY 10-MAY,6:30-9:30pm,
149,,,,19.0,LAB,REMOTE ONLY,16008.0,BIO-133-02L,Flora of California,T,Staff,24.0,5,19-JAN 07-MAY,6:00-8:50pm,0.0
150,,,,16.0,LAB,REMOTE ONLY,16009.0,BIO-133-03L,Flora of California,M,Staff,24.0,8,19-JAN 07-MAY,10:30-1:20pm,0.0
151,,,,20.0,LECT,REMOTE ONLY,15103.0,BIO-134-01,Ocean Science,TR,"Beman, Michael",24.0,4,19-JAN 07-MAY,3:00-4:15pm,3.0
152,,,,,EXAM,REMOTE ONLY,,,Ocean Science,S,,,,08-MAY 08-MAY,6:30-9:30pm,
153,,,,164.0,LECT,REMOTE ONLY,10056.0,BIO-140-01,GeneticsMust Also Register for a Corresponding Discussion Section,TR,"Gomez Daglio, Liza",240.0,76,19-JAN 07-MAY,12:00-1:15pm,4.0
154,,,,,EXAM,REMOTE ONLY,,,GeneticsMust Also Register for a Corresponding Discussion Section,W,,,,12-MAY 12-MAY,6:30-9:30pm,
155,,,,24.0,DISC,REMOTE ONLY,10491.0,BIO-140-02D,Genetics,T,Staff,24.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
156,,,,20.0,DISC,REMOTE ONLY,10492.0,BIO-140-03D,Genetics,T,Staff,24.0,4,19-JAN 07-MAY,7:30-9:20pm,0.0
157,,,,24.0,DISC,REMOTE ONLY,10493.0,BIO-140-04D,Genetics,W,Staff,24.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
158,,,,16.0,DISC,REMOTE ONLY,10494.0,BIO-140-05D,Genetics,W,Staff,24.0,8,19-JAN 07-MAY,7:30-9:20pm,0.0
159,,,,23.0,DISC,REMOTE ONLY,13249.0,BIO-140-06D,Genetics,R,Staff,24.0,1,19-JAN 07-MAY,5:30-7:20pm,0.0
160,,,,11.0,DISC,REMOTE ONLY,13303.0,BIO-140-07D,Genetics,R,Staff,24.0,13,19-JAN 07-MAY,7:30-9:20pm,0.0
161,,,,22.0,DISC,REMOTE ONLY,14199.0,BIO-140-08D,Genetics,F,Staff,24.0,2,19-JAN 07-MAY,12:30-2:20pm,0.0
162,,,,7.0,DISC,REMOTE ONLY,14200.0,BIO-140-09D,Genetics,F,Staff,24.0,17,19-JAN 07-MAY,2:30-4:20pm,0.0
163,,,,14.0,DISC,REMOTE ONLY,16336.0,BIO-140-10D,Genetics,F,Staff,24.0,10,19-JAN 07-MAY,12:30-2:20pm,0.0
164,,,,3.0,DISC,REMOTE ONLY,16337.0,BIO-140-11D,Genetics,F,Staff,24.0,21,19-JAN 07-MAY,2:30-4:20pm,0.0
165,,,,101.0,LECT,REMOTE ONLY,10648.0,BIO-141-01,EvolutionMust Also Register for a Corresponding Lab Section,MW,"Frank, Carolin / Williams, John",192.0,91,19-JAN 07-MAY,9:00-10:15am,4.0
166,,,,,EXAM,REMOTE ONLY,,,EvolutionMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
167,,,,23.0,LAB,REMOTE ONLY,10649.0,BIO-141-02L,Evolution,M,Staff,24.0,1,19-JAN 07-MAY,1:30-4:20pm,0.0
168,,,,12.0,LAB,REMOTE ONLY,10650.0,BIO-141-03L,Evolution,M,Staff,24.0,12,19-JAN 07-MAY,5:30-8:20pm,0.0
169,,,,16.0,LAB,REMOTE ONLY,13688.0,BIO-141-04L,Evolution,T,Staff,24.0,8,19-JAN 07-MAY,10:30-1:20pm,0.0
170,,,,17.0,LAB,REMOTE ONLY,13689.0,BIO-141-05L,Evolution,T,Staff,24.0,7,19-JAN 07-MAY,2:30-5:20pm,0.0
171,,,,3.0,LAB,REMOTE ONLY,13690.0,BIO-141-06L,Evolution,T,Staff,24.0,21,19-JAN 07-MAY,6:30-9:20pm,0.0
172,,,,23.0,LAB,REMOTE ONLY,16582.0,BIO-141-07L,Evolution,W,Staff,24.0,1,19-JAN 07-MAY,10:30-1:20pm,0.0
173,,,,6.0,LAB,REMOTE ONLY,16583.0,BIO-141-08L,Evolution,W,Staff,24.0,18,19-JAN 07-MAY,2:30-5:20pm,0.0
174,,,,1.0,LAB,REMOTE ONLY,16584.0,BIO-141-09L,Evolution,W,Staff,24.0,23,19-JAN 07-MAY,6:30-9:20pm,0.0
175,,,,44.0,LECT,REMOTE ONLY,10537.0,BIO-148-01,Fundamentals of EcologyMust Also Register for a Corresponding Discussion Section,MW,"Williams, John",90.0,46,19-JAN 07-MAY,1:30-2:45pm,4.0
176,,,,,EXAM,REMOTE ONLY,,,Fundamentals of EcologyMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,11:30-2:30pm,
177,,,,4.0,DISC,REMOTE ONLY,10538.0,BIO-148-02D,Fundamentals of Ecology,W,Staff,22.0,18,19-JAN 07-MAY,5:30-6:20pm,0.0
178,,,,22.0,DISC,REMOTE ONLY,13643.0,BIO-148-03D,Fundamentals of Ecology,M,Staff,22.0,Closed,19-JAN 07-MAY,4:30-5:20pm,0.0
179,,,,6.0,DISC,REMOTE ONLY,14201.0,BIO-148-04D,Fundamentals of Ecology,M,Staff,23.0,17,19-JAN 07-MAY,5:30-6:20pm,0.0
180,,,,12.0,DISC,REMOTE ONLY,16555.0,BIO-148-05D,Fundamentals of Ecology,W,Staff,23.0,11,19-JAN 07-MAY,4:30-5:20pm,0.0
181,,,,90.0,LECT,REMOTE ONLY,10524.0,BIO-150-01,"Embryos, Genes, and DevelopMust Also Register for a Corresponding Discussion Section",TR,"Cleary, Michael / Materna, Stefan",90.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
182,,,,,EXAM,REMOTE ONLY,,,"Embryos, Genes, and DevelopMust Also Register for a Corresponding Discussion Section",W,,,,12-MAY 12-MAY,3:00-6:00pm,
183,,,,30.0,DISC,REMOTE ONLY,10525.0,BIO-150-02D,"Embryos, Genes, and Develop",M,Staff,30.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
184,,,,30.0,DISC,REMOTE ONLY,10639.0,BIO-150-03D,"Embryos, Genes, and Develop",F,Staff,30.0,Closed,19-JAN 07-MAY,12:30-1:20pm,0.0
185,,,,30.0,DISC,REMOTE ONLY,13271.0,BIO-150-04D,"Embryos, Genes, and Develop",M,Staff,30.0,Closed,19-JAN 07-MAY,9:30-10:20am,0.0
186,,,,24.0,LECT,REMOTE ONLY,13296.0,BIO-150L-01,Developmental Biology LabMust Also Register for a Corresponding Lab Section,T,"Beaster-Jones, Laura",24.0,Closed,19-JAN 07-MAY,10:30-11:20am,3.0
187,,,,,EXAM,REMOTE ONLY,,,Developmental Biology LabMust Also Register for a Corresponding Lab Section,R,,,,13-MAY 13-MAY,3:00-6:00pm,
188,,,,24.0,LAB,REMOTE ONLY,13297.0,BIO-150L-02L,Developmental Biology Lab,WF,"Beaster-Jones, Laura",24.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
189,,,,80.0,LECT,REMOTE ONLY,10384.0,BIO-151-01,Molecular ImmunologyMust Also Register for a Corresponding Discussion Section,TR,"Arthur, Nicholas / Jensen, Kirk",80.0,Closed,19-JAN 07-MAY,1:30-2:45pm,4.0
190,,,,,EXAM,REMOTE ONLY,,,Molecular ImmunologyMust Also Register for a Corresponding Discussion Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
191,,,,20.0,DISC,REMOTE ONLY,10385.0,BIO-151-02D,Molecular Immunology,W,Staff,20.0,Closed,19-JAN 07-MAY,8:30-9:20am,0.0
192,,,,20.0,DISC,REMOTE ONLY,10505.0,BIO-151-03D,Molecular Immunology,R,Staff,20.0,Closed,19-JAN 07-MAY,7:30-8:20pm,0.0
193,,,,20.0,DISC,REMOTE ONLY,14203.0,BIO-151-04D,Molecular Immunology,M,Staff,20.0,Closed,19-JAN 07-MAY,12:30-1:20pm,0.0
194,,,,20.0,DISC,REMOTE ONLY,14213.0,BIO-151-05D,Molecular Immunology,M,Staff,20.0,Closed,19-JAN 07-MAY,2:30-3:20pm,0.0
195,,,,24.0,LAB,REMOTE ONLY,10506.0,BIO-151L-01,Molec Immunology Lab,T,"Arthur, Nicholas",24.0,Closed,19-JAN 07-MAY,3:00-5:50pm,1.0
196,,,,24.0,LAB,REMOTE ONLY,10386.0,BIO-151L-02,Molec Immunology Lab,T,"Arthur, Nicholas",24.0,Closed,19-JAN 07-MAY,6:00-8:50pm,1.0
197,,,,96.0,LECT,REMOTE ONLY,10526.0,BIO-161-01,Human PhysiologyMust Also Register for a Corresponding Lab Section,MW,"Conte, Debye",96.0,Closed,19-JAN 07-MAY,10:30-11:45am,5.0
198,,,,,EXAM,REMOTE ONLY,,,Human PhysiologyMust Also Register for a Corresponding Lab Section,S,,,,08-MAY 08-MAY,8:00-11:00am,
199,,,,24.0,LAB,REMOTE ONLY,10527.0,BIO-161-02L,Human Physiology,R,Staff,24.0,Closed,19-JAN 07-MAY,10:30-1:20pm,0.0
200,,,,24.0,LAB,REMOTE ONLY,10528.0,BIO-161-03L,Human Physiology,R,Staff,24.0,Closed,19-JAN 07-MAY,2:30-5:20pm,0.0
201,,,,24.0,LAB,REMOTE ONLY,10529.0,BIO-161-04L,Human Physiology,R,Staff,24.0,Closed,19-JAN 07-MAY,6:00-8:50pm,0.0
202,,,,24.0,LAB,REMOTE ONLY,13708.0,BIO-161-05L,Human Physiology,F,Staff,24.0,Closed,19-JAN 07-MAY,8:30-11:20am,0.0
203,,,,90.0,LECT,REMOTE ONLY,15108.0,BIO-170-01,NeurobiologyMust Also Register for a Corresponding Discussion Section,TR,"Saha, Ramendra",90.0,Closed,19-JAN 07-MAY,3:00-4:15pm,4.0
204,,,,,EXAM,REMOTE ONLY,,,NeurobiologyMust Also Register for a Corresponding Discussion Section,M,,,,10-MAY 10-MAY,6:30-9:30pm,
205,,,,30.0,DISC,REMOTE ONLY,15109.0,BIO-170-02D,Neurobiology,W,Staff,30.0,Closed,19-JAN 07-MAY,2:30-3:20pm,0.0
206,,,,30.0,DISC,REMOTE ONLY,15110.0,BIO-170-03D,Neurobiology,W,Staff,30.0,Closed,19-JAN 07-MAY,3:30-4:20pm,0.0
207,,,,30.0,DISC,REMOTE ONLY,15111.0,BIO-170-04D,Neurobiology,W,Staff,30.0,Closed,19-JAN 07-MAY,4:30-5:20pm,0.0
208,,,,20.0,LAB,REMOTE ONLY,14638.0,BIO-170L-01,Neurobiology Laboratory,F,"Saha, Ramendra",20.0,Closed,19-JAN 07-MAY,1:30-4:20pm,1.0
209,,,,20.0,LAB,REMOTE ONLY,15626.0,BIO-170L-02,Neurobiology Laboratory,F,"Saha, Ramendra",20.0,Closed,19-JAN 07-MAY,9:30-12:20pm,1.0
210,,,,47.0,LECT,REMOTE ONLY,14621.0,BIO-175-01,BiostatisticsMust Also Register for a Corresponding Discussion Section,TR,"Sollberger, Derek",90.0,43,19-JAN 07-MAY,9:00-10:15am,4.0
211,,,,,EXAM,REMOTE ONLY,,,BiostatisticsMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,6:30-9:30pm,
212,,,,15.0,DISC,REMOTE ONLY,14622.0,BIO-175-02D,Biostatistics,W,Staff,30.0,15,19-JAN 07-MAY,10:30-11:20am,0.0
213,,,,21.0,DISC,REMOTE ONLY,15473.0,BIO-175-03D,Biostatistics,W,Staff,30.0,9,19-JAN 07-MAY,12:30-1:20pm,0.0
214,,,,11.0,DISC,REMOTE ONLY,15474.0,BIO-175-04D,Biostatistics,R,Staff,30.0,19,19-JAN 07-MAY,10:30-11:20am,0.0
215,,,,60.0,LECT,REMOTE ONLY,13644.0,BIO-180-01,Math Modeling for BiologyMust Also Register for a Corresponding Discussion Section,,"Reed, Emily",60.0,Closed,19-JAN 07-MAY,TBD-TBD,4.0
216,,,,,EXAM,REMOTE ONLY,,,Math Modeling for BiologyMust Also Register for a Corresponding Discussion Section,M,,,,10-MAY 10-MAY,8:00-11:00am,
217,,,,30.0,DISC,REMOTE ONLY,13759.0,BIO-180-02D,Math Modeling for Biology,M,Staff,30.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
218,,,,30.0,DISC,REMOTE ONLY,13758.0,BIO-180-03D,Math Modeling for Biology,M,Staff,30.0,Closed,19-JAN 07-MAY,9:30-10:20am,0.0
219,,,,29.0,LECT,REMOTE ONLY,16012.0,BIO-189-01,Behavioral EcologyMust Also Register for a Corresponding Discussion Section,MW,"Edwards, Danielle",45.0,16,19-JAN 07-MAY,12:00-1:15pm,4.0
220,,,,,EXAM,REMOTE ONLY,,,Behavioral EcologyMust Also Register for a Corresponding Discussion Section,F,,,,14-MAY 14-MAY,3:00-6:00pm,
221,,,,15.0,DISC,REMOTE ONLY,16013.0,BIO-189-02D,Behavioral Ecology,F,Staff,15.0,Closed,19-JAN 07-MAY,2:30-3:20pm,0.0
222,,,,7.0,DISC,REMOTE ONLY,16014.0,BIO-189-03D,Behavioral Ecology,F,Staff,15.0,8,19-JAN 07-MAY,3:30-4:20pm,0.0
223,,,,7.0,DISC,REMOTE ONLY,16015.0,BIO-189-04D,Behavioral Ecology,F,Staff,15.0,8,19-JAN 07-MAY,4:30-5:30pm,0.0
0,,,,40.0,LECT,REMOTE ONLY,15422.0,BIOE-045-01,Intro to BiomaterialsMust Also Register for a Corresponding Discussion Section,TR,"Chin, Wei-Chun",40.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
1,,,,,EXAM,REMOTE ONLY,,,Intro to BiomaterialsMust Also Register for a Corresponding Discussion Section,M,,,,10-MAY 10-MAY,6:30-9:30pm,
2,,,,20.0,DISC,REMOTE ONLY,15423.0,BIOE-045-02D,Intro to Biomaterials,W,"Biswas, Taposh",20.0,Closed,19-JAN 07-MAY,2:30-3:20pm,0.0
3,,,,20.0,DISC,REMOTE ONLY,16106.0,BIOE-045-03D,Intro to Biomaterials,W,"Biswas, Taposh",20.0,Closed,19-JAN 07-MAY,3:30-4:20pm,0.0
4,,,,38.0,LECT,REMOTE ONLY,14183.0,BIOE-065-01,Biocircuits Theory,TR,"Shrinivasan, Sushma",50.0,12,19-JAN 07-MAY,4:30-5:45pm,3.0
5,,,,,EXAM,REMOTE ONLY,,,Biocircuits Theory,T,,,,11-MAY 11-MAY,8:00-11:00am,
6,,,,19.0,LECT,REMOTE ONLY,10552.0,BIOE-100-01,Physiology for EngineersMust Also Register for a Corresponding Lab Section,TR,"Escobar, Ariel",24.0,5,19-JAN 07-MAY,6:00-7:15pm,4.0
7,,,,,EXAM,REMOTE ONLY,,,Physiology for EngineersMust Also Register for a Corresponding Lab Section,W,,,,12-MAY 12-MAY,11:30-2:30pm,
8,,,,19.0,LAB,REMOTE ONLY,15421.0,BIOE-100-02L,Physiology for Engineers,F,"Randolph, Christopher",24.0,5,19-JAN 07-MAY,4:30-7:20pm,0.0
9,,,,36.0,LECT,REMOTE ONLY,13710.0,BIOE-106-01,Cell Biology for EngineersMust Also Register for a Corresponding Discussion Section,TR,"Spencer, Joel",44.0,8,19-JAN 07-MAY,9:00-10:15am,4.0
10,,,,,EXAM,REMOTE ONLY,,,Cell Biology for EngineersMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,3:00-6:00pm,
11,,,,14.0,DISC,REMOTE ONLY,14180.0,BIOE-106-02D,Cell Biology for Engineers,T,"Biswas, Taposh",22.0,8,19-JAN 07-MAY,1:30-2:20pm,0.0
12,,,,22.0,DISC,REMOTE ONLY,14509.0,BIOE-106-03D,Cell Biology for Engineers,W,"Nagpal, Suhani",22.0,Closed,19-JAN 07-MAY,1:30-2:20pm,0.0
13,,,,27.0,LECT,REMOTE ONLY,13711.0,BIOE-108-01,Genetic Engineering,MW,"Ni, Chih-Wen",27.0,Closed,19-JAN 07-MAY,1:30-2:45pm,3.0
14,,,,,EXAM,REMOTE ONLY,,,Genetic Engineering,S,,,,08-MAY 08-MAY,11:30-2:30pm,
15,,,,32.0,LECT,REMOTE ONLY,13617.0,BIOE-113-01,BioinstrumentationMust Also Register for a Corresponding Lab Section,TR,"Shrinivasan, Sushma",40.0,8,19-JAN 07-MAY,1:30-2:45pm,4.0
16,,,,,EXAM,REMOTE ONLY,,,BioinstrumentationMust Also Register for a Corresponding Lab Section,M,,,,10-MAY 10-MAY,8:00-11:00am,
17,,,,18.0,LAB,REMOTE ONLY,13621.0,BIOE-113-02L,Bioinstrumentation,M,"Zhang, Yibing",20.0,2,19-JAN 07-MAY,9:00-11:50am,0.0
18,,,,14.0,LAB,REMOTE ONLY,13709.0,BIOE-113-03L,Bioinstrumentation,M,"Zhang, Yibing",20.0,6,19-JAN 07-MAY,5:30-8:20pm,0.0
19,,,,43.0,LECT,REMOTE ONLY,14149.0,BIOE-135-01,Biochemistry for EngineersMust Also Register for a Corresponding Discussion Section,MW,"de Alba Bastarrechea, Eva",43.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
20,,,,,EXAM,REMOTE ONLY,,,Biochemistry for EngineersMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
21,,,,23.0,DISC,REMOTE ONLY,14150.0,BIOE-135-02D,Biochemistry for Engineers,M,"Nagpal, Suhani",23.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
22,,,,20.0,DISC,REMOTE ONLY,15372.0,BIOE-135-03D,Biochemistry for Engineers,W,"Nagpal, Suhani",20.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
23,,,,8.0,LECT,REMOTE ONLY,15373.0,BIOE-205-01,Molecular and Cell Biophysics,MW,"Munoz, Victor",12.0,4,19-JAN 07-MAY,9:30-11:20am,4.0
24,,,,,EXAM,REMOTE ONLY,,,Molecular and Cell Biophysics,W,,,,12-MAY 12-MAY,3:00-6:00pm,
25,,,,8.0,LECT,REMOTE ONLY,15374.0,BIOE-210-01,Adv Biothermo and Transport,TR,"Gopinath, Arvind / Subramaniam, Anand",20.0,12,19-JAN 07-MAY,11:30-1:20pm,4.0
26,,,,,EXAM,REMOTE ONLY,,,Adv Biothermo and Transport,R,,,,13-MAY 13-MAY,8:00-11:00am,
27,,,,1.0,LECT,REMOTE ONLY,15393.0,BIOE-291-01,Research Seminar,F,Staff,40.0,39,19-JAN 07-MAY,10:30-11:45am,1.0
28,,,,,EXAM,REMOTE ONLY,,,Research Seminar,S,,,,08-MAY 08-MAY,8:00-11:00am,
0,,,,55.0,LECT,REMOTE ONLY,16520.0,CCST-113-01,Latino and Immigrant Health,MW,"Young, Maria-Elena",55.0,Closed,19-JAN 07-MAY,1:30-2:45pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Latino and Immigrant Health,S,,,,08-MAY 08-MAY,11:30-2:30pm,
0,,,,159.0,LECT,REMOTE ONLY,10057.0,CHEM-001-01,Preparatory ChemistryMust Also Register for a Corresponding Discussion Section,TR,"Vidensek, Mark",174.0,15,19-JAN 07-MAY,10:30-11:20am,3.0
1,,,,,EXAM,REMOTE ONLY,,,Preparatory ChemistryMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,3:00-6:00pm,
2,,,,30.0,DISC,REMOTE ONLY,10058.0,CHEM-001-02D,Preparatory Chemistry,T,Staff,30.0,Closed,19-JAN 07-MAY,3:30-5:20pm,0.0
3,,,,30.0,DISC,REMOTE ONLY,10059.0,CHEM-001-03D,Preparatory Chemistry,R,Staff,30.0,Closed,19-JAN 07-MAY,12:30-2:20pm,0.0
4,,,,30.0,DISC,REMOTE ONLY,10060.0,CHEM-001-04D,Preparatory Chemistry,F,Staff,30.0,Closed,19-JAN 07-MAY,9:30-11:20am,0.0
5,,,,30.0,DISC,REMOTE ONLY,10501.0,CHEM-001-05D,Preparatory Chemistry,W,Staff,30.0,Closed,19-JAN 07-MAY,10:30-12:20pm,0.0
6,,,,22.0,DISC,REMOTE ONLY,10507.0,CHEM-001-06D,Preparatory Chemistry,R,Staff,30.0,8,19-JAN 07-MAY,1:30-3:20pm,0.0
7,,,,17.0,DISC,REMOTE ONLY,10508.0,CHEM-001-07D,Preparatory Chemistry,R,Staff,24.0,7,19-JAN 07-MAY,3:30-5:20pm,0.0
8,,,,263.0,LECT,REMOTE ONLY,10061.0,CHEM-002-01,General Chemistry IMust Also Register for a Corresponding Discussion and Lab,MWF,"Vidensek, Mark",264.0,1,19-JAN 07-MAY,9:30-10:20am,4.0
9,,,,,EXAM,REMOTE ONLY,,,General Chemistry IMust Also Register for a Corresponding Discussion and Lab,T,,,,11-MAY 11-MAY,6:30-9:30pm,
10,,,,23.0,DISC,REMOTE ONLY,13654.0,CHEM-002-02D,General Chemistry I,W,Staff,24.0,1,19-JAN 07-MAY,11:30-12:20pm,0.0
11,,,,23.0,LAB,REMOTE ONLY,10062.0,CHEM-002-02L,General Chemistry I,M,Staff,24.0,1,19-JAN 07-MAY,11:00-1:50pm,0.0
12,,,,24.0,DISC,REMOTE ONLY,13655.0,CHEM-002-03D,General Chemistry I,W,Staff,24.0,Closed,19-JAN 07-MAY,3:30-4:20pm,0.0
13,,,,24.0,LAB,REMOTE ONLY,10063.0,CHEM-002-03L,General Chemistry I,M,Staff,24.0,Closed,19-JAN 07-MAY,2:30-5:20pm,0.0
14,,,,24.0,DISC,REMOTE ONLY,13656.0,CHEM-002-04D,General Chemistry I,T,Staff,24.0,Closed,19-JAN 07-MAY,8:30-9:20am,0.0
15,,,,24.0,LAB,REMOTE ONLY,10064.0,CHEM-002-04L,General Chemistry I,R,Staff,24.0,Closed,19-JAN 07-MAY,6:00-8:50pm,0.0
16,,,,24.0,DISC,REMOTE ONLY,13657.0,CHEM-002-05D,General Chemistry I,R,Staff,24.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
17,,,,24.0,LAB,REMOTE ONLY,10065.0,CHEM-002-05L,General Chemistry I,T,Staff,24.0,Closed,19-JAN 07-MAY,11:00-1:50pm,0.0
18,,,,24.0,DISC,REMOTE ONLY,13658.0,CHEM-002-06D,General Chemistry I,R,Staff,24.0,Closed,19-JAN 07-MAY,2:30-3:20pm,0.0
19,,,,24.0,LAB,REMOTE ONLY,10066.0,CHEM-002-06L,General Chemistry I,T,Staff,24.0,Closed,19-JAN 07-MAY,2:30-5:20pm,0.0
20,,,,24.0,DISC,REMOTE ONLY,13659.0,CHEM-002-07D,General Chemistry I,R,Staff,24.0,Closed,19-JAN 07-MAY,6:30-7:20pm,0.0
